id,product_title,cluster
131_left,Laptop Acer Swift 3 SF314-59-5178 (NX.A0RSV.001) (i5-1135G7/8GB RAM/512GB SSD/14.0 inch FHD IPS/Win10/H?ng) - Hàng Chính Hãng,36
219_right,Laptop ACER Aspire 5 A515-55-55JA NX.HSMSV.003 B?c i5-1035G1/ 4G/ 512Gb/ OB/ 15.6 FHD/ Win 10 - Hàng chính hãng,37
216_right,Laptop ACER Aspire 5 A514-54-51VT NX.A23SV.004 (B?c) i5-1135G7/ 8G/ 512GB/ 14 FHD/ Win 10- Hàng chính hãng,37
89_left,Laptop Acer Aspire 5 A514-53-346U NX.HUSSV.005 (Core i3-1005G1/ 4GB RAM/ 512GB SSD/ 14 FHD/ Win 10) - Hàng Chính Hãng,37
101_right,Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005 B?c i5-1135G7/8G/512GB/14FHD/OB/Win10-Hàng chính hãng new,37
121_right,"Laptop ACER Aspire 5 A515-56-54PK NX.A1GSV.002 B?c i5-1135G7/ 8GB/ 512GB/ OB/ 15.6""FHD/ Win10-Hàng chính hãng new",37
50_left,Laptop Acer Aspire 5 A514-54-51VT NX.A23SV.004 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,38
49_left,Laptop Acer Aspire 5 A514-54-51VT NX.A23SV.004 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,38
187_left,Laptop Acer Aspire 3 A315-54-52HT NX.HM2SV.002 (Core i5-10210U/ 4GB DDR4 2133MHz Onboard/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng,38
190_left,Laptop Acer Aspire 5 A515-55-55JA NX.HSMSV.003 (Core i5-1035G1/ 4GB/ 512GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng,38
82_left,Laptop Acer Aspire 5 A515-56G-51YL NX.A1LSV.002 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ MX350 2GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,38
83_left,Laptop Acer Aspire 5 A515-56G-51YL NX.A1LSV.002 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ MX350 2GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,38
84_left,Laptop Acer Aspire 5 A515-56-54PK NX.A1GSV.002 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,38
104_left,Laptop Acer Aspire 5 A514-54-39KU NX.A23SV.003 (Core i3-1115G4/ 4GB DDR4 2666MHz Onboard/ 256GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,38
206_left,Laptop Acer Aspire 3 A315-55G-59BC NX.HNSSV.003 (Core i5-10210U/ 4GB DDR4 2400MHz/ 256GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng,38
85_left,Laptop Acer Aspire 5 A515-56-54PK NX.A1GSV.002 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,38
216_left,Laptop Acer Aspire 5 A515-55G-5633 NX.HZFSV.002 (Core i5-1035G1/ 8GB (4GB + 4GB Onboard) DDR4 2400MHz/ 512GB SSD M.2 NVMe/ MX350 2GB/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,38
52_left,Laptop Acer Aspire 7 A715-41G-R150 NH.Q8SSV.004 (AMD Ryzen 7 3750H/ 8GB DDR4 2400MHz/ 512GB PCIe NVMe/ GTX 1650Ti 4GB GDDR6/ Win10) - Hàng Chính Hãng,38
97_left,Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,38
137_left,"Laptop Acer Aspire 7 A715-42G-R4ST (NH.QAYSV.004) ?en (Cpu R5-5500U, Ram 8GB, Ssd 256gb Pcie, Vga 4G Gtx 1650, Win10, 15.6 inch FHD) - Hàng chính hãng",39
160_left,"Laptop Acer Gaming Nitro 5 2021 AN515-55-72P6 NH.QBNSV.004 (Core i7-10750H/ 8GB/ 512GB SSD/ GTX 1650 4G /15.6 FHD, 144Hz/ Win10) - Hàng Chính Hãng",39
171_left,Laptop Acer Nitro 5 AN515-52-51GF NH.Q3MSV.001 Core i5-8300H/ Free Dos (15.6 inch) - Hàng Chính Hãng,39
128_left,Laptop Acer Aspire A315-56-59XY NX.HS5SV.003 (Core i5 1035G1/ 4GB RAM/ 256GB SSD/ 15.6  FHD/  Win 10) - Hàng Chính Hãng,39
247_left,Laptop Acer Aspire A514-52-516K NX.HMHSV.002 Core i5-10210U/ Win10 (14 FHD) - Hàng Chính Hãng,39
366_right,Laptop HP ZBook 15 G3 Core i7-6700HQ 8 GB RAM 256 GB SSD NVIDIA Quadro M1000M 15.6inch FHD,40
367_right,Laptop HP ZBook 15 G1 Core i7-4800MQ 8 GB RAM 256 GB SSD NVIDIA Quadro K1100M 15.6INCH FHD,40
369_right,[Freeship] Laptop Dell Alienware m17 Core i7 - 9750H 32 GB RAM 256 GB SSD + 1 TB HDD NVIDIA GeForce RTX 2060 17.3INCH FHD,40
372_right,Laptop VAIO VJS131C11N Core i5-6200U 8 GB RAM 256 GB SSD Intel® HD Graphics 520 13.3INCH  FHD,41
371_right,Laptop Toshiba. Tecra Z40-C Core i7-6600U 8 GB RAM 256 GB SSD Intel HD Graphics 520 14INCH FHD,41
368_right,Laptop HP ProBook 450 G3 Core i5-6200U 4 GB RAM 120 GB SSD Intel® HD Graphics 520 15.6INCH HD,41
0_right,Laptop HP EliteBook 840 G3 Core i5-6300U 8 GB RAM 128 GB SSD Intel® HD Graphics 520 14INCH FHD,41
373_right,Laptop Microsoft Surface Go Intel Pentium® 4415Y 4 GB RAM 64 GB eMMC Intel® HD Graphics 615 10INCH,41
370_right,Laptop Toshiba. Portege Z30-C Core i5-6200U 4 GB RAM 128 GB SSD IntelHD Graphics 520 13.3INCH  HD,41
388_right,Surface Pro 4 - Core i5 Ram 8GB SSD 256GB,42
453_right,Laptop HP 1040 G3 i7 6600U ram 8GB SSD 256GB LCD Full HD,42
389_right,Surface Pro 4 -Core i7 Ram 8GB SSD 256GB,42
402_right,Laptop Xiaomi Redmibook 14 Core i5-10210U Ram 8GB ? c?ng 512GB SSD C?c d?i NVIDIA GeForce MX250,43
406_right,Laptop Xiaomi Redmibook 14 Core i5-10210U Ram 8GB ? c?ng 512GB SSD c?c d?i MX250,43
112_right,Laptop Xiaomi Redmibook 13 core i5 10210U ram 8GB Rom 512GB NVIDIA GeForce  MX250,43
450_right,Laptop Chuwi Lapbook Pro Ram 8Gb ? c?ng 256GB SSD,44
447_right,Laptop 360 Teclast F5 Intel Celeron N4100 8GB RAM + 256GB SSD,44
262_right,Chuwi Hi10X Chip Intel N4120 Ram 6GB DDR4 ? c?ng 128GB  kèm bàn phím t?ng kính c??ng l?c,45
391_right,Suface Book 2 13inch i5 RAM 8 SSD 128 New Seal ,46
392_right,Suface Book 2 13inch I5 RAM 8 SSD 256 New Seal ,46
133_right,Laptop Diginos/Pegation C15B – i5 4210M – RAM 4G- HDD 500G – 17 in card ?? h?a,47
314_right,[Freeship] DELL XPS 9560 Core i7 7700HQ 16GB SSD 512GB GTX1050 LCD 15.6inch UHD 4K TOUCH,48
323_right,[Freeship] DELL XPS 15 9575 Core i7 8705G 8GB SSD 256GB VGA 4GB LCD 15.6inch PS FHD TOUCH X360,48
326_right,[Freeship] DELL XPS 15 9570 Core i7 8750H 16GB SSD 512GB GTX1050 Ti LCD 15.6inch IPS UHD 4K TOUCH,48
307_right,[Freeship] DELL XPS 15 9550 Core i7 7820HQ 16GB SSD 512GB QUADRO M1200M LCD 15.6inch UHD 4K TOUCH,48
304_right,[Freeship] DELL LATITUDE. 5401 Core i7 9850H 16GB SSD 512GB Nvidia MX130 LCD 14inch IPS FHD,49
310_right,[Freeship] DELL PRECISION M5520 Core i7 6820HQ 16GB SSD 512GB LCD 15.6inch IPS FHD,49
316_right,[Freeship] DELL PRECISION 3510 Core i7 6820HQ 16GB SSD 256GB Vga AMD FirePro W5130M LCD 15.6inch IPS FHD,49
308_right,[Freeship] DELL PRECISION M3800 Core i7 4712HQ 16GB SSD 1TB QUADRO K1100M LCD 15.6inch UHD 4K TOUCH,49
320_right,ALIENWARE 17 R5 Core i7 8750H 16GB SSD 512GB GTX1050Ti LCD 15.6inch IPS FHD,50
322_right,ALIENWARE 15 R4 Core i7 8750H 8GB SSD 256GB  GTX1060 LCD 15.6inch FHD,50
324_right,MSI GS65 STEALTH THIN 8RF Core i7 8750H 16GB SSD 256GB GTX1070 LCD 15.6INCH  IPS FHD 144Hz,50
328_right,ASUS ROG GL703GE Core i7 8750H 16GB SSD 256GB + HDD 1TB GTX1050Ti LCD 17.3inch FHD 120Hz,50
306_right,HP ZBOOK 15 G2 Core i7 4810MQ 8GB SSD 256GB QUADRO K1100M FHD,51
361_right,HP ZBOOK STUDIO 15 G5 HP ZBOOK STUDIO 15 G5 Core i7 9850H 16GB SSD 512GB Nvidia Quadro P1000 15.6inch IPS FHD,51
327_right,HP ZBOOK 15 G5 Core i9 8950HK 16GB SSD 512 QUADRO P1000 LCD 15.6inch IPS FHD,51
289_right,HP ELITEBOOK 850 G5 Core i5 8250U 8GB SSD 256GB LCD 15.6inch IPS FHD Touch,52
7_right,[Freeship] Laptop Lenovo Flex 3 1580 i5 6200 8G 1000G 15.6 FullHD C?m ?ng 360,53
5_right,[Laptop có sim 4G] Dell Tablet FullHD IPs c?m ?ng Cpu i5 Ram 8G SSD 256 HDMi Bluetooth 4.0,53
4_right,[Freeship] Laptop có sim 4G] Dell FullHD IPS SSD 512G nh? zinh c?m ?ng Cpu i5 Ram 8G HDMi Bluetooth 4.0,53
6_right,[Freeship] HP workstation 8570w i7 3720Q 8G SSD128 Nvidia K1000 GAME FIFA,54
456_right,MÁY TÍNH IBM  W540 i7 4800MQ 8CPU 8G 15 FullHD Nvidia K2100 GAME LMHT GTA5 Laptop b?n ??p nguyên zin m?nh m? {Quà T?t T?ng Bình l?c ly cafe},54
287_left,Laptop HP Pavilion 15-DK1056WM Core i5-10300H / RAM 8GB / SSD 256GB / GTX 1650 / Win 10 - Hàng Nh?p Kh?u M?,55
265_left,Laptop HP Pavilion Gaming 16-a0076ms Core i7-10750H / 8GB / 512GB / GTX1650Ti / Full HD / Win 10 - Hàng Nh?p Kh?u M?,55
278_left,Laptop ThinkPad T490 Core i5-8265U / 8G / 256GB / Full HD / W10Pro - Hàng Nh?p Kh?u M?,55
267_left,Lenovo ThinkPad T490s Core i5-8265U / 8G / 256SSD / FHD / W10Pro - Hàng Nh?p Kh?u M?,55
224_right,HP 15s-dy1031wm i3-1050G1 / RAM 8G  / SSD 256G,55
241_right,Laptop Dell Gaming G3 15 G3500A i7 10750H / 8GB / SSD 512GB / 1650Ti 4G / 15.6 inch (P89F002G3500A),55
284_left,Laptop Dell Inspiron 3493 Core i3-1005G1 / RAM 4GB / SSD 128GB / 14 inch HD / Win 10 / 1.6kg - Hàng Nh?p Kh?u M?,55
281_left,Laptop Dell G5 15 5500 Core i7-10750H / 8GB / SSD 256GB / GTX 1650Ti / Full HD / Win 10 - Hàng Nh?p Kh?u M?,55
271_left,ThinkPad T490 Core i5-8265U / 8G / 256GB / Full HD / W10Pro - Hàng Nh?p Kh?u M?,55
280_left,Laptop HP Pavilion X360 14t-dw100 Core i3-1005G1 / 8GB / 128GB SSD / HD / Win 10 Home - Hàng Nh?p Kh?u M?,55
139_left,Laptop Dell Inspiron 3501 Core i5-1035G1 / RAM 8GB / SSD 256GB / Full HD Touch / Black - Hàng Nh?p Kh?u M?,55
275_left,Laptop Lenovo Ideapad 3-14IIL05 Core i5-1035G1 / RAM 8GB / SSD 512GB / 14 inch FHD / Win 10 / Grey - Hàng Nh?p Kh?u M?,55
276_left,"Laptop Dell XPS 13 7390 Core i7-10510U / 8GB / 256GB / Full HD, Windows 10 - Hàng Nh?p Kh?u M?",55
177_left,"Laptop Dell Inspiron 3593 | Core i7-1065G7 / 12GB / 1TB, 128GB SSD / Full HD / Windows 10 - Hàng Nh?p Kh?u M?",55
285_left,Laptop Dell Inspiron 5570 Core i3-8130U / RAM 8G / SSD 128GB / Full HD Touch / Black / Win 10 - Hàng Nh?p Kh?u M?,55
282_left,Laptop Lenovo Ideapad Gaming 3i Core i7-10750H / 8GB / 512GB SSD / GTX 1650Ti / FHD / Win 10 / Onyx Black - Hàng Nh?p Kh?u M?,55
176_left,Microsoft Surface Pro X (13/ SQ1TM/ 8GB/ 128GB SSD/ WiFi + 4G LTE/ Black) - Hàng Nh?p Kh?u,56
221_left,Microsoft Surface Pro 7 Model QWW-00001  I7/16Gb/ 256Gb - Kèm bàn phím- Material black-New seal-  Hàng nh?p kh?u,56
37_left,Microsoft Surface Pro 7 Model QWV-00007  I5/8Gb/ 256Gb - Kèm bàn phím- Material black-New seal-  Hàng nh?p kh?u,56
226_left,Laptop Acer Aspire E5-576G-88EP (NX.H2ESV.001). Intel Core I7 8550U - Hàng Nh?p Kh?u,57
173_right,"Laptop DELL 7240 - Core i5, Ram 4G, SSD 128Gb, 12.5 inch - Hàng nh?p kh?u - B?o Hành 12 Tháng",57
174_left,Laptop Acer Aspire E5-476-50SZ (NX.H33SV.001). Intel Core  I5 8250U - Hàng Nh?p Kh?u,57
118_left,"Microsoft Surface Laptop 3 (Core i5-1035G7/13"") - Hàng Nh?p Kh?u",57
219_left,Laptop Acer Aspire  A514-51-37ZD (NX.H6USV.003. Intel Core I3-8145U - Hàng Nh?p Kh?u,57
234_left,EDXIS CHROMEBOOK11 (S20-C) - Hàng nh?p kh?u,57
152_left,Microsoft Surface Laptop Core i5 / Win10 S 13.5 inch 8GB RAM (??) - Hàng Nh?p Kh?u,57
77_left,Surface Pro 7 Core I3 Ram 4Gb Sdd 128Gb Brand New - Hàng chính hãng,58
76_left,Surface Pro 7 Core I3 Ram 4Gb Sdd 128Gb Brand New - Hàng chính hãng,58
222_left,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Nh?p Kh?u,58
237_left,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Hàng chính hãng  ( giao màu ng?u nhiên ),58
236_left,Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Hàng chính hãng  ( giao màu ng?u nhiên ),58
376_right,MacBook Pro 16 inch SSD 512GB TouchBar Tuoch ID Core i7 - Ram 16GB MVVJ2 Space Gray_Hàng Nh?p Kh?u Chính Hãng,59
375_right,MacBook Pro 16 inch SSD 1TB TouchBar Tuoch ID Core i9 - Ram 16GB MVVK2 Space Gray_Hàng Nh?p Kh?u Chính Hãng,59
111_left,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng,60
51_left,Microsoft Surface Laptop 2 - Core i5-8250U/RAM 8GB/ SSD 256GB - Hàng Chính Hãng,60
251_left,Microsoft Surface Laptop 2 - Core i5-8250U/RAM 8GB/ SSD 128GB - Hàng Chính Hãng,60
195_left,Microsoft Surface Pro 2018 - Core i5-8250U/8G/256GB - Hàng Chính Hãng,60
223_left,Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng,60
233_left,Surface Book 2 15 Inch Core I7 Ram 16Gb 512Gb (New) - Hàng chính hãng,61
257_left,Surface Book 2 13 Inch Core I5 Ram 8Gb Ssd 128Gb (New) - Hàng chính hãng,61
191_left,Máy tính laptop Surface Book 2 15 Inch Core I7 Ram 16Gb 1Tb (New) - Hàng chính hãng ,61
157_right,"( FULL BOX CÓ H?P - BH HÃNG ??N 11- 2021) MSI GF75 9RCX i5 9300H/8Gb/256Gb/17.3""FHD IPS 120GHZ/GTX 1050Ti 4Gb/Win 10/449VN",62
162_right,máy m?i full box MSI GF63 9SCXR I5 9300/8G/256G/GTX 1650/ CÒN BH ??N THÁNG 4 - 2022,62
165_right,"( MÁY M?I FULL BOX 100%) Laptop Evoo Gaming 15 2020 Core i7 9750H, GTX 1650 4G, MÀN 144GHZ, SIÊU M?NG CH? 1.5KG c?u hình c?c kh?ng",63
149_right,"[M?i 100% FULL BOX ] HP OMEN 15 2020 (AMD Ryzen 7 - 4800H, 16GB, 512GB, VGA 6GB GTX 1660Ti, 15.6 FHD 144Hz)",64
160_right,ACER NITRO 5 2020 m?i c?ng full box 100% - laptopgame.vn,65
191_right,Laptop MSI Bravo 15 A4DCR-270VN R5 4600H/8GB/256GB/AMD RX5300M-3GB/Win10 - ?en,66
203_right,Laptop MSI Gaming GF63-1218VN i5 10300H/8GB/512GB SSD/Nvidia GTX 1650_4GB/Win10 - ?en,66
178_right,Asus Strix Gaming G512-IAL001T i7 10750H/8GB/512G SSD/15.6 FHD/Nvidia GTX1650Ti- 4GB/WIN10 - ?en,66
179_right,"HP Spectre x360 13 i7 1065G7/16GB/512GB SSD/13.3"" UHD/Intel UHD/W10 - ?en",67
200_right,HP Pavilion Gaming 15 ec0050AX R5 3550H/8GB/128GB SSD+1TB/4GB GTX1650/Win10 - ?en,67
214_right,Laptop HP Pavilion Gaming 15 dk1086TX i7 10750H/8GB/512GB/GF 1650Ti4GB/15.6FHD/Win 10 - ?en,67
198_right,"Acer Nitro 5 AN515 43 R9FD R5 3550H/8GB/512GB/15.6""FHD/NVD GTX 1650 4GB/Win 10 - ?en",68
202_right,Acer Nitro 5 AN515-55-5304 i5 10300H/8GB/512GB/15.6FHD/GTX1650Ti 4GB/Win 10 - ?en,68
183_right,"Acer Nitro AN515 54 595D i5-9300H/8Gb/512Gb/GTX 1650 4Gb/15.6""FHD/Win 10 - ?en",68
197_right,"Acer Aspire 3 A315 56 59XY i5 1035G1/4GB/256GB/15.6""FHD/Win 10 - ?en",68
206_right,Acer Aspire Gaming A715-41G-R282 R5 3550H/8GD4/512GSSD/Nvidia GTX1650Ti 4GB/Win10 - ?en,68
209_right,Lenovo IdeaPad C340-15IIL i5 1035G1/8GB/512GB SSD/Win10 - ?en,69
439_right,[Freeship] Laptop Lenovo Thinkpad. T560 i7 6600 Ram16G SSD 512G Laptop - Laptop r? - Laptop sinh viên - Laptop v?n phòng - Laptop c? - Laptop ch?i game - Laptop gi?i trí - Laptop SSD -laptop,70
134_right,Laptop Mini One Netbook A1,70
455_right,MÁY TÍNH HP workstation 8570w i7 3720Q 4G 15 Nvidia K1000 GAME FIFALaptop - Laptop r? - Laptop sinh viên - Laptop v?n phòng - Laptop c? - Laptop ch?i game - Laptop gi?i trí - Laptop SSD -laptop Hp Pavilion giá r? c? HP envy Hp i3 i5 i7,70
457_right,MÁY TÍNH HP workstation 8570w i7 3720Q 8G 15FullHD Nvidia K1000 GAME FIFALaptop - Laptop r? - Laptop sinh viên - Laptop v?n phòng - Laptop c? - Laptop ch?i game - Laptop gi?i trí - Laptop SSD -laptop Hp Pavilion giá r? c? HP envy Hp i3 i5 i7,70
454_right,MÁY TÍNH HP workstation 8570w i7 3720Q 8G SSD256 Nvidia K1000 GAME FIFA Laptop - Laptop r? - Laptop sinh viên - Laptop v?n phòng - Laptop c? - Laptop ch?i game - Laptop gi?i trí - Laptop SSD -laptop Hp Pavilion giá r? c? HP envy Hp i3 i5 i7,70
414_right,Laptop ASUS	A510UA-EJ1123T - I3 8130U -15.6inch -Vàng,71
385_right,Laptop ASUS	X409UA-EK092T - B?C	I3-7020U 14 inch,72
96_right,Laptop Lenovo V14-IIL i5-1035G1 14 inch 82C400W4VN,72
131_right,Laptop HP 14S – CF1025TX – Core i5 8265U – RAM 4GB – SSD 128GB – 14 INCH,73
263_right,Laptop Dell Vostro 3590 V5I3101W ntel Core i3 _10110U _4GB _256GB SSD PCIe _VGA INTEL _Win 10 _Full HD _Finger_ Hàng Chính Hãng,74
259_right,Laptop Dell Inspiron 3593 N3593C Core i3 _1005G1 _4GB _256GB SSD _VGA INTEL _Win 10 _Full HD_ Hàng Chính Hãng,74
251_right,Laptop Lenovo V14 IIL (82C400W3VN)  Core i5 _1035G1 _4GB _256GB SSD PCIe _VGA INTEL _Full HD,75
26_right,Máy Tính ?? Bàn Lenovo V530S 07ICB -10TXS0QG00 - Core i3 _9100 _4GB _256GB SSD PCIe _VGA INTEL _WiFi,75
253_right,Laptop Lenovo IdeaPad S145 15IIL 81W8001XVN Core i3 _1005G1 _4GB _256GB SSD PCIe _VGA INTEL _Win 10 _Full HD,75
27_right,Máy Tính ?? Bàn PC Lenovo V530 15ICB - 10TVS0M000 - Intel Core  i5 _9400 - 4GB - 1TB - VGA INTEL - FreeDos,76
32_right,LapTop Lenovo V15 IIL 82C500NJVN - Intel Core i3 _ 1005G1 - 4GB - 256GB SSD PCIe - Win 10 - 15.6 inch HD,76
28_right,Máy Tính ?? Bàn PC Lenovo V50s 11HB004RVA - Intel Core i3 _ 10100 - 4GB - 1TB - VGA INTEL - FreeDos,76
43_right,"LapTop Lenovo V15 IIL 82C500MNVN - Intel Core i3 _ 1005G1 - 4GB - 256GB SSD PCIe - 15,6 inch Full HD - FreeDos",76
35_right,LapTop Lenovo V14 IIL 82C400W3VN - Intel Core i5 _ 1035G1 - 8GB - 256GB SSD PCIe - VGA INTEL - 14 inch HD - FreeDos,76
167_right,"Laptop Lenovo think pad T450s (Core i5-5300U, 8GB, 256GB, VGA intel HD Graphics 5500, 14 inch)",77
158_right,Laptop Lenovo Ideapad L340 15IRH i5 9300HF/8GB/512GB SSD/3GB GTX1050/WIN10 ( B?O HÀNH CHÍNH HÃNG ??N 6- 2021),78
2_right,Laptop Lenovo IDeaPad x330 likenew NoBox,78
243_right,Laptop LENOVO IDEAPAD X330 Like New,78
221_right,Laptop Lenovo ThinkBook 15 IIL (20SM00D9VN)  Core i3 _ 1005G1 4GB  512GB SSD PCIe,79
29_right,"LapTop Lenovo ThinkBook 15 IIL 20SM00D9VN -Core i3 _ 1005G1 -4GB -512GB SSD -Win 10 -15,6'' FHD IPS",79
25_right,LapTop Lenovo ThinkBook 15 IIL 20SM00D9VN - Core  i3 _ 1005G1 - 8GB (8GBx01) - 512GB SSD - 15.6'' FHD IPS - Windows 10,79
34_right,"LapTop Lenovo V15 IIL 82C500STVN - Core i5 _ 1035G1 - 8GB - 512GB SSD PCIe - MX330 2GB - 15.6"" Full HD - FreeDos",80
38_right,"LapTop Lenovo IdeaPad Slim 5 15ITL05 82FG00M5VN - Core i5 _ 1135G7 - 8GB - 512GB SSD PCIe - Win 10 - 15,6"" Full HD IPS",80
30_right,"LapTop Lenovo Ideapad Slim 5 15ARE05 81YQ00BHVN - Ryzen 5 4500U - 8GB - 512GB SSD PCIe - Win 10 - 15.6"" FHD IPS",80
31_right,"LapTop Lenovo ThinkBook 14 IML 20SL00MEVN - Core i7_1065G7 - 8GB - 512GB SSD PCIe - Win 10 - 14"" FHD IPS",80
40_right,"LapTop Lenovo Thinkpad E15 G2 20TD007WVA - Core i5 _ 1135G7 - 8GB - 256GB SSD PCIe - 15,6"" Full HD IPS - FreeDos",80
39_right,"LapTop Lenovo Thinkpad E15 G2 20TD0080VA - Core i5 _ 1135G7 - 8GB - 512GB SSD PCIe - 15,6"" Full HD IPS - FreeDos",80
41_right,"LapTop Lenovo Thinkpad E15 G2 20TD0081VA - Core i7 _ 1165G7 - 8GB - 512GB SSD PCIe - 15,6"" Full HD IPS - FreeDos",80
37_right,"LapTop Lenovo IdeaPad 3 15ADA05 81W100GUVN - Ryzen 3 3250U - 4GB - 256GB SSD PCIe - Radeon Graphics - Win 10 - 15,6"" FHD",80
36_right,LapTop Lenovo ThinkBook 14 G2 ITL 20VD004BVN - Core i5 _ 1135G7 - 8GB - 256GB SSD PCIe - 14 inch Full HD IPS - FreeDos,80
42_right,"LapTop Lenovo Thinkbook 15 G2 ITL 20VE006WVN - Intel Core i5 _ 1135G7 - 8GB - 512GB SSD PCIe - 15,6"" FHD IPS - FreeDos",80
33_right,"LapTop Lenovo IdeaPad Slim 5 14ITL05 82FE00BFVN -Core i5 _ 1135G7 -8GB -512GB SSD PCIe -Win 10 -14"" FHD IPS -Win 10",81
298_left,Laptop LG Gram 2021 14ZD90P-G.AX51A5 (Core i5-1135G7/ 8GB LPDDR4X/ 256GB SSD NVMe/ 14 WUXGA IPS/ NonOS) - Hàng Chính Hãng,82
291_left,Laptop LG Gram 2021 17ZD90P-G.AX71A5 (Core i7-1165G7/ 16GB LPDDR4X/ 256GB SSD NVMe/ 17 WQXGA IPS/ NonOS) - Hàng Chính Hãng,82
121_left,Laptop LG Gram 2020 17Z90N-V.AH75A5 (Core i7-1065G7/ 8GB/ 512GB NVMe/ 17 WQXGA IPS (2560*1600)/ Win10 Home Plus/ Silver) - Hàng Chính Hãng,82
299_left,Laptop LG Gram 2021 14Z90P-G.AH75A5 (Core i7-1165G7/ 16GB LPDDR4X/ 256GB SSD NVMe/ 14 WUXGA IPS/ Win10) - Hàng Chính Hãng,82
296_left,Laptop LG Gram 2021 16ZD90P-G.AX54A5 (Core i7-1165G7/ 8GB LPDDR4X/ 512GB SSD NVMe/ 16 WQXGA IPS/ NonOS) - Hàng Chính Hãng,82
294_left,Laptop LG Gram 2021 14ZD90P-G.AX56A5 (Core i5-1135G7/ 16GB LPDDR4X/ 512GB SSD NVMe/ 14 WUXGA IPS/ NonOS) - Hàng Chính Hãng,82
292_left,Laptop LG Gram 2021 16Z90P-G.AH73A5 (Core i7-1165G7/ 16GB LPDDR4X/ 256GB SSD NVMe/ 16 WQXGA IPS/ Win10) - Hàng Chính Hãng,82
100_left,Laptop LG Gram 2020 14ZD90N-V.AX53A5 (Core i5-1035G7/ 8GB/ 256GB NVMe/ 14 FHD IPS/ NonOS/ White) - Hàng Chính Hãng,82
36_left,Laptop LG Gram 2020 14ZD90N-V.AX55A5 (Core i5-1035G7/ 8GB/ 512GB NVMe/ 14 FHD IPS/ NonOS) - Hàng Chính Hãng ,82
295_left,Laptop LG Gram 2021 17Z90P-G.AH78A5 (Core i7-1165G7/ 16GB LPDDR4X/ 1TB SSD NVMe/ 17 WQXGA IPS/ Win10) - Hàng Chính Hãng,82
269_left,Laptop LG Gram 2020 14Z90N-V.AR52A5 (Core i5-1035G7/ 8GB/ 256GB NVMe/ 14 FHD IPS/ Win10 Home Standard/ Silver) - Hàng Chính Hãng,82
122_left,Laptop LG Gram 2020 17Z90N-V.AH75A5 (Core i7-1065G7/ 8GB/ 512GB NVMe/ 17 WQXGA IPS (2560*1600)/ Win10 Home Plus/ Silver) - Hàng Chính Hãng,82
35_left,Laptop LG Gram 2020 14ZD90N-V.AX55A5 (Core i5-1035G7/ 8GB/ 512GB NVMe/ 14 FHD IPS/ NonOS) - Hàng Chính Hãng ,82
217_left,Laptop LG Gram 2020 15ZD90N-V.AX56A5 (Core i5-1035G7/ 8GB/ 512GB NVMe/ 15 FHD IPS/ NonOS/ White) - Hàng Chính Hãng,82
297_left,Laptop LG Gram 2021 17Z90P-G.AH76A5 (Core i7-1165G7/ 16GB LPDDR4X/ 512GB SSD NVMe/ 17 WQXGA IPS/ Win10) - Hàng Chính Hãng,82
179_left,Laptop LG Gram 2020 15Z90N-V.AR55A5 (Core i5-1035G7/ 8GB/ 512GB NVMe/ 15 FHD IPS/ Win10 Home Standard/ Silver) - Hàng Chính Hãng,82
